"","Action.taken.OIPM","Action.taken.year","Allegation.short","Allegation.primary.key"
"19256","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19257","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19258","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19259","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19260","Illegitimate outcome",2010,"","c7f66da1cae4f223b9bae717f05900f7"
"19261","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19262","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19263","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19264","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19265","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19266","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19267","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19268","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19269","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19270","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19271","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19272","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19273","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19274","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19275","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19276","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19277","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19278","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19279","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19280","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19281","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19282","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19283","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19284","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19285","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19286","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19287","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19288","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19289","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19290","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19291","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19292","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19293","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19294","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19295","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19296","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19297","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19298","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19299","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19300","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19301","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19302","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19303","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19304","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19305","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19306","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19307","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19308","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19309","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19310","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19311","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19312","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19313","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19314","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19315","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19316","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19317","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19318","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19319","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19320","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19321","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19322","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19323","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19324","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19325","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19326","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19327","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19328","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19329","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19330","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19331","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19332","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19333","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19334","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19335","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19336","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19337","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19338","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19339","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19340","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19341","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19342","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19343","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19344","Illegitimate outcome",2011,"","c7f66da1cae4f223b9bae717f05900f7"
"19345","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19346","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19347","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19348","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19349","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19350","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19351","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19352","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19353","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19354","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19355","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19356","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19357","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19358","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19359","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19360","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19361","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19362","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19363","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19364","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19365","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19366","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19367","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19368","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19369","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19370","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19371","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19372","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19373","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19374","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19375","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19376","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19377","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19378","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19379","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19380","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19381","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19382","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19383","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19384","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19385","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19386","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19387","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19388","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19389","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19390","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19391","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19392","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19393","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19394","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19395","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19396","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19397","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19398","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19399","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19400","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19401","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19402","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19403","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19404","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19405","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19406","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19407","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19408","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19409","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19410","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19411","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19412","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19413","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19414","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19415","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19416","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19417","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19418","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19419","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19420","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19421","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19422","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19423","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19424","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19425","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19426","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19427","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19428","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19429","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19430","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19431","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19432","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19433","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19434","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19435","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19436","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19437","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19438","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19439","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19440","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19441","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19442","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19443","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19444","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19445","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19446","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19447","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19448","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19449","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19450","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19451","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19452","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19453","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19454","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19455","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19456","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19457","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19458","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19459","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19460","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19461","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19462","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19463","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19464","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19465","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19466","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19467","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19468","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19469","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19470","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19471","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19472","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19473","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19474","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19475","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19476","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19477","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19478","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19479","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19480","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19481","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19482","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19483","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19484","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19485","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19486","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19487","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19488","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19489","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19490","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19491","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19492","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19493","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19494","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19495","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19496","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19497","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19498","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19499","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19500","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19501","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19502","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19503","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19504","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19505","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19506","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19507","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19508","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19509","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19510","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19511","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19512","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19513","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19514","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19515","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19516","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19517","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19518","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19519","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19520","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19521","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19522","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19523","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19524","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19525","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19526","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19527","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19528","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19529","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19530","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19531","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19532","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19533","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19534","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19535","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19536","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19537","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19538","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19539","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19540","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19541","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19542","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19543","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19544","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19545","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19546","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19547","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19548","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19549","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19550","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19551","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19552","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19553","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19554","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19555","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19556","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19557","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19558","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19559","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19560","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19561","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19562","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19563","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19564","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19565","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19566","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19567","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19568","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19569","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19570","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19571","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19572","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19573","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19574","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19575","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19576","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19577","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19578","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19579","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19580","Illegitimate outcome",2010,"","c7f66da1cae4f223b9bae717f05900f7"
"19581","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19582","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19583","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19584","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19585","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19586","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
"19587","Illegitimate outcome",NA,"","c7f66da1cae4f223b9bae717f05900f7"
